Centro,Almacén,Material,N° Pallet,Lote,Fecha,Stock,UN,Bloqueado,Antiguedad_dias
P109,I93,930101927,1001324931,24C09FJALE,09.03.24,5,UN,,585
P109,I93,930101927,1001324936,24C09FJALF,09.03.24,5,UN,,585
P109,I93,930101927,1001324943,24C09FJALG,09.03.24,5,UN,,585
P109,I93,930101927,1001325701,24C11FJALF,11.03.24,5,UN,,583
P109,I93,930101927,1001325704,24C11FJALB,11.03.24,5,UN,,583
P109,I93,930101927,1001325709,24C11FJALC,11.03.24,5,UN,,583
P109,I93,930101927,1001325716,24C11FJALD,11.03.24,5,UN,,583
P109,I93,930101927,1001325723,24C11FJALE,11.03.24,5,UN,,583
P109,I93,930101927,1001326361,24C12FJALA,12.03.24,5,UN,,582
P109,I93,930101926,1001326368,24C12FJNLC,12.03.24,5,UN,,582
P109,I93,930101926,1001326429,24C12FJNLA,12.03.24,5,UN,,582
P109,I93,930101926,1001326435,24C12FJNLB,12.03.24,5,UN,,582
P109,I93,930101926,1001326440,24C12FJNLD,12.03.24,5,UN,,582
P109,I93,930101926,1001326446,24C12FJNLE,12.03.24,5,UN,,582
P109,I93,930101926,1001326453,24C12FJNLF,12.03.24,5,UN,,582
P109,I93,930101928,1001326814,24C13FJHLA,13.03.24,5,UN,,581
P109,I93,930101928,1001326820,24C13FJHLB,13.03.24,5,UN,,581
P109,I93,930101928,1001326828,24C13FJHLC,13.03.24,5,UN,,581
P109,I93,930101928,1001326833,24C13FJHLD,13.03.24,5,UN,,581
P109,I93,930101928,1001326838,24C13FJHLE,13.03.24,5,UN,,581
P109,I93,930101928,1001326844,24C13FJHLF,13.03.24,5,UN,,581
P109,I93,930101928,1001326850,24C13FJHLG,13.03.24,5,UN,,581
P109,I93,930101928,1001326864,24C13FJHLI,13.03.24,5,UN,,581
P109,I93,930101926,1001326870,24C13FJNLA,13.03.24,5,UN,,581
P109,I93,930101928,1001327302,24C14FJHLA,14.03.24,5,UN,,580
P109,I93,930101928,1001327308,24C14FJHLB,14.03.24,5,UN,,580
P109,I93,930101928,1001327313,24C14FJHLC,14.03.24,5,UN,,580
P109,I93,930101928,1001327337,24C14FJHLD,14.03.24,5,UN,,580
P109,I93,930101928,1001327344,24C14FJHLE,14.03.24,5,UN,,580
P109,I93,930101928,1001327357,24C14FJHLF,14.03.24,5,UN,,580
P109,I93,930101928,1001327657,24C14FJHLG,14.03.24,5,UN,,580
P109,I93,930101928,1001327688,24C14FJHLI,14.03.24,5,UN,,580
P109,I93,930101928,1001327699,24C14FJHLK,14.03.24,5,UN,,580
P109,I93,930101928,1001327724,24C15FJHLA,15.03.24,5,UN,,579
P109,I93,930101928,1001327729,24C15FJHLB,15.03.24,5,UN,,579
P109,I93,930101928,1001327737,24C15FJHLC,15.03.24,5,UN,,579
P109,I93,930101928,1001327747,24C15FJHLD,15.03.24,5,UN,,579
P109,I93,930101926,1001331213,24C15FJNLC,15.03.24,5,UN,,579
P109,I93,930101927,1001331290,24C11FJALA,11.03.24,5,UN,,583
P109,I93,930101926,1001331642,24C15FJNLD,15.03.24,5,UN,,579
P109,I93,930101926,1001332072,24C16FJNLA,16.03.24,5,UN,,578
P109,I93,930101926,1001332078,24C16FJNLB,16.03.24,5,UN,,578
P109,I93,930101926,1001332085,24C16FJNLC,16.03.24,5,UN,,578
P109,I93,930101926,1001332089,24C16FJNLD,16.03.24,5,UN,,578
P109,I93,930101926,1001332093,24C16FJNLE,16.03.24,5,UN,,578
P109,I93,930101927,1001332100,24C16FJALB,16.03.24,5,UN,,578
P109,I93,930101927,1001332107,24C16FJALC,16.03.24,5,UN,,578
P109,I93,930101926,1001334266,24C15FJNLA,15.03.24,5,UN,,579
P109,I93,930101927,1001334269,24C16FJALA,16.03.24,5,UN,,578
P109,I93,930101926,1001334277,24C15FJNLB,15.03.24,5,UN,,579
P109,I93,930101927,1001360143,24E06FJALA,06.05.24,5,UN,,527
P109,I93,930101927,1001361511,24E07FJALA,07.05.24,5,UN,,526
P109,I93,930101927,1001361528,24E06FJALD,06.05.24,5,UN,,527
P109,I93,930101927,1001361533,24E06FJALC,06.05.24,5,UN,,527
P109,I93,930101927,1001361540,24E06FJALB,06.05.24,5,UN,,527
P109,I93,930101927,1001361725,24E07FJALB,07.05.24,5,UN,,526
P109,I93,930101927,1001361824,24E07FJALC,07.05.24,5,UN,,526
P109,I93,930101927,1001362151,24E07FJALD,07.05.24,5,UN,,526
P109,I93,930101927,1001362761,24E08FJALA,08.05.24,5,UN,,525
P109,I93,930101927,1001362809,24E08FJALB,08.05.24,5,UN,,525
P109,I93,930101927,1001363303,24E08FJALE,08.05.24,5,UN,,525
P109,I93,930101927,1001364978,24E09FJALD,09.05.24,5,UN,,524
P109,I93,930101926,1001380063,24F01FJNLA,01.06.24,5,UN,,501
P109,I93,930101926,1001380069,24F01FJNLB,01.06.24,5,UN,,501
P109,I93,930101926,1001383748,24F17FJNLA,17.06.24,5,UN,,485
P109,I93,930101926,1001383751,24F17FJNLB,17.06.24,5,UN,,485
P109,I93,930101926,1001383753,24F17FJNLC,17.06.24,5,UN,,485
P109,I93,930101926,1001383768,24F18FJNLA,18.06.24,5,UN,,484
P109,I93,930101926,1001383931,24F19FJNLE,19.06.24,5,UN,,483
P109,I93,930101928,1001384997,24C13FJHLH,13.03.24,5,UN,,581
P109,I93,930101926,1001391388,24G11FJNLA,11.07.24,5,UN,,461
P109,I93,930101926,1001391391,24G12FJNLC,12.07.24,5,UN,,460
P109,I93,930101926,1001391394,24G12FJNLD,12.07.24,5,UN,,460
P109,I93,930101926,1001391397,24G12FJNLE,12.07.24,5,UN,,460
P109,I93,930101926,1001435722,25A06FJNLC,06.01.25,5,UN,,282
P109,I93,930101926,1001435816,25A06FJNLA,06.01.25,5,UN,,282
P109,I93,930101926,1001435829,25A06FJNLB,06.01.25,5,UN,,282
P109,I93,930101926,1001435836,25A07FJNLA,07.01.25,5,UN,,281
P109,I93,930101926,1001435840,25A07FJNLB,07.01.25,5,UN,,281
P109,I93,930101928,1001476346,25B01FJHLA,01.02.25,5,UN,,256
P109,I93,930101928,1001476351,25B01FJHLB,01.02.25,5,UN,,256
P109,I93,930101928,1001476367,25B01FJHLD,01.02.25,5,UN,,256
P109,I93,930101928,1001476376,25B01FJHLE,01.02.25,5,UN,,256
P109,I93,930101928,1001476381,25B03FJHLA,03.02.25,5,UN,,254
P109,I93,930101928,1001476386,25B03FJHLB,03.02.25,5,UN,,254
P109,I93,930101928,1001476393,25B03FJHLC,03.02.25,5,UN,,254
P109,I93,930101928,1001476399,25B03FJHLD,03.02.25,5,UN,,254
P109,I93,930101928,1001476405,25B03FJHLE,03.02.25,5,UN,,254
P109,I93,930101928,1001476410,25B03FJHLF,03.02.25,5,UN,,254
P109,I93,930101928,1001476415,25B04FJHLA,04.02.25,5,UN,,253
P109,I93,930101928,1001476421,25B04FJHLB,04.02.25,5,UN,,253
P109,I93,930101928,1001476428,25B04FJHLC,04.02.25,5,UN,,253
P109,I93,930101928,1001476434,25B04FJHLD,04.02.25,5,UN,,253
P109,I93,930101928,1001476439,25B04FJHLE,04.02.25,5,UN,,253
P109,I93,930101928,1001476445,25B04FJHLF,04.02.25,5,UN,,253
P109,I93,930101928,1001476450,25B05FJHLA,05.02.25,5,UN,,252
P109,I93,930101928,1001476456,25B05FJHLB,05.02.25,5,UN,,252
P109,I93,930101926,1001476459,25B05FJNLA,05.02.25,5,UN,,252
P109,I93,930101926,1001476467,25B05FJNLB,05.02.25,5,UN,,252
P109,I93,930101926,1001476475,25B05FJNLC,05.02.25,5,UN,,252
P109,I93,930101926,1001476480,25B05FJNLD,05.02.25,5,UN,,252
P109,I93,930101926,1001476484,25B06FJNLA,06.02.25,5,UN,,251
P109,I93,930101926,1001476487,25B06FJNLB,06.02.25,5,UN,,251
P109,I93,930101926,1001476491,25B06FJNLC,06.02.25,5,UN,,251
P109,I93,930101926,1001476495,25B06FJNLD,06.02.25,5,UN,,251
P109,I93,930101926,1001476501,25B06FJNLE,06.02.25,5,UN,,251
P109,I93,930101926,1001476507,25B07FJNLA,07.02.25,5,UN,,250
P109,I93,930101926,1001476512,25B07FJNLB,07.02.25,5,UN,,250
P109,I93,930101926,1001476518,25B07FJNLC,07.02.25,5,UN,,250
P109,I93,930101926,1001476523,25B07FJNLD,07.02.25,5,UN,,250
P109,I93,930101926,1001476527,25B07FJNLE,07.02.25,5,UN,,250
P109,I93,930101926,1001476532,25B07FJNLF,07.02.25,5,UN,,250
P109,I93,930101926,1001476538,25B07FJNLG,07.02.25,5,UN,,250
P109,I93,930101926,1001476543,25B08FJNLA,08.02.25,5,UN,,249
P109,I93,930101926,1001476548,25B08FJNLB,08.02.25,5,UN,,249
P109,I93,930101926,1001476554,25B08FJNLC,08.02.25,5,UN,,249
P109,I93,930101926,1001476559,25B08FJNLD,08.02.25,5,UN,,249
P109,I93,930102055,1001487359,25C03AJAEA,03.03.25,5,UN,,226
P109,I93,930102055,1001487364,25C03AJAEB,03.03.25,5,UN,,226
P109,I93,930102055,1001487370,25C03AJAEC,03.03.25,5,UN,,226
P109,I93,930102055,1001487378,25C03AJAED,03.03.25,5,UN,,226
P109,I93,930102055,1001487380,25C03AJAED,03.03.25,5,UN,,226
P109,I93,930102055,1001487394,25C03AJAEE,03.03.25,5,UN,,226
P109,I93,930102055,1001487398,25C03AJAEF,03.03.25,5,UN,,226
P109,I93,930102055,1001487404,25C03AJAEG,03.03.25,5,UN,,226
P109,I93,930102055,1001487490,25C04AJAEA,04.03.25,5,UN,,225
P109,I93,930102055,1001487502,25C04AJAEB,04.03.25,5,UN,,225
P109,I93,930102055,1001487506,25C04AJAEC,04.03.25,5,UN,,225
P109,I93,930102055,1001487510,25C04AJAED,04.03.25,5,UN,,225
P109,I93,930102055,1001487514,25C04AJAEE,04.03.25,5,UN,,225
P109,I93,930102055,1001487519,25C04AJAEF,04.03.25,5,UN,,225
P109,I93,930102055,1001492113,25C06AJAEA,06.03.25,5,UN,,223
P109,I93,930102055,1001492122,25C06AJAEB,06.03.25,5,UN,,223
P109,I93,930102055,1001492126,25C06AJAEC,06.03.25,5,UN,,223
P109,I93,930102055,1001492133,25C06AJAED,06.03.25,5,UN,,223
P109,I93,930102055,1001492141,25C06AJAEE,06.03.25,5,UN,,223
P109,I93,930102055,1001492146,25C06AJAEF,06.03.25,5,UN,,223
P109,I93,930102055,1001492152,25C07AJAEA,07.03.25,5,UN,,222
P109,I93,930102055,1001492158,25C07AJAEB,07.03.25,5,UN,,222
P109,I93,930102055,1001492162,25C07AJAEC,07.03.25,5,UN,,222
P109,I93,930102055,1001492231,25C07AJAED,07.03.25,5,UN,,222
P109,I93,930102055,1001492237,25C07AJAEE,07.03.25,5,UN,,222
P109,I93,930102055,1001499396,25C14AJAEA,14.03.25,5,UN,,215
P109,I93,930102055,1001499400,25C14AJAEB,14.03.25,5,UN,,215
P109,I93,930102055,1001499427,25C14AJAEC,14.03.25,5,UN,,215
P109,I93,930102055,1001499458,25C14AJAED,14.03.25,5,UN,,215
P109,I93,930102055,1001499508,25C14AJAEE,14.03.25,5,UN,,215
P109,I93,930102055,1001500858,25C15AJAEA,15.03.25,5,UN,,214
P109,I93,930102055,1001500890,25C15AJAEC,15.03.25,5,UN,,214
P109,I93,930102055,1001500901,25C17AJAEA,17.03.25,5,UN,,212
P109,I93,930102055,1001500907,25C17AJAEB,17.03.25,5,UN,,212
P109,I93,930102055,1001502323,25C15AJAEB,15.03.25,5,UN,,214
P109,I93,930102055,1001502329,25C17AJAEC,17.03.25,5,UN,,212
P109,I93,930102055,1001502336,25C17AJAED,17.03.25,5,UN,,212
P109,I93,930102055,1001502346,25C18AJAEA,18.03.25,5,UN,,211
P109,I93,930102055,1001502348,25C18AJAEB,18.03.25,5,UN,,211
P109,I93,930102055,1001503361,25C18AJAEC,18.03.25,5,UN,,211
P109,I93,930102055,1001503368,25C18AJAED,18.03.25,5,UN,,211
P109,I93,930102055,1001503373,25C18AJAEE,18.03.25,5,UN,,211
P109,I93,930102055,1001503381,25C19AJAEA,19.03.25,5,UN,,210
P109,I93,930102055,1001503755,25C19AJAEB,19.03.25,5,UN,,210
P109,I93,930102055,1001504253,25C19AJAEC,19.03.25,5,UN,,210
P109,I93,930102055,1001504259,25C20AJAEA,20.03.25,5,UN,,209
P109,I93,930102055,1001504522,25C20AJAEC,20.03.25,5,UN,,209
P109,I93,930102055,1001504534,25C20AJAED,20.03.25,5,UN,,209
P109,I93,930102055,1001504560,25C20AJAEE,20.03.25,5,UN,,209
P109,I93,930102055,1001505680,25C21AJAEA,21.03.25,5,UN,,208
P109,I93,930102055,1001505686,25C21AJAEB,21.03.25,5,UN,,208
P109,I93,930102055,1001505696,25C21AJAED,21.03.25,5,UN,,208
P109,I93,930102055,1001505700,25C21AJAEE,21.03.25,5,UN,,208
P109,I93,930102055,1001507696,25C20AJAEB,20.03.25,5,UN,,209
P109,I93,930102055,1001507700,25C21AJAEC,21.03.25,5,UN,,208
P109,I93,930102055,1001507753,25C21AJAEG,21.03.25,5,UN,,208
P109,I93,930102055,1001512067,25C26AJAEA,26.03.25,5,UN,,203
P109,I93,930102055,1001512070,25C26AJAEB,26.03.25,5,UN,,203
P109,I93,930102055,1001512081,25C26AJAEC,26.03.25,5,UN,,203
P109,I93,930102055,1001512083,25C26AJAED,26.03.25,5,UN,,203
P109,I93,930102055,1001515745,25C31AJAEA,31.03.25,5,UN,,198
P109,I93,930102055,1001515909,25C29AJAEB,29.03.25,5,UN,,200
P109,I93,930102055,1001516052,25C29AJAED,29.03.25,5,UN,,200
P109,I93,930102055,1001516098,25C29AJAEE,29.03.25,5,UN,,200
P109,I93,930102055,1001516663,25C31AJAED,31.03.25,5,UN,,198
P109,I93,930102055,1001516666,25C31AJAEB,31.03.25,5,UN,,198
P109,I93,930102055,1001516668,25C31AJAEC,31.03.25,5,UN,,198
P109,I93,930102055,1001516675,25C31AJAEE,31.03.25,5,UN,,198
P109,I93,930102055,1001519490,25D02AJAEC,02.04.25,5,UN,,196
P109,I93,930102055,1001522121,25D03AJAEA,03.04.25,5,UN,,195
P109,I93,930102055,1001522126,25D03AJAEB,03.04.25,5,UN,,195
P109,I93,930102055,1001522131,25D03AJAEC,03.04.25,5,UN,,195
P109,I93,930102055,1001522138,25D03AJAED,03.04.25,5,UN,,195
P109,I93,930102055,1001522155,25D03AJAEE,03.04.25,5,UN,,195
P109,I93,930102055,1001522432,25D04AJAEC,04.04.25,5,UN,,194
P109,I93,930102055,1001522445,25D04AJAEA,04.04.25,5,UN,,194
P109,I93,930102055,1001522465,25D04AJAEB,04.04.25,5,UN,,194
P109,I93,930102055,1001523334,25D05AJAED,05.04.25,5,UN,,193
P109,I93,930102055,1001524256,25D05AJAEE,05.04.25,5,UN,,193
P109,I93,930102055,1001524268,25D07AJAEA,07.04.25,5,UN,,191
P109,I93,930102055,1001524276,25D07AJAEB,07.04.25,5,UN,,191
P109,I93,930102055,1001524330,25D07AJAEC,07.04.25,5,UN,,191
P109,I93,930102055,1001525661,25D08AJAEA,08.04.25,5,UN,,190
P109,I93,930102055,1001525666,25D07AJAEE,07.04.25,5,UN,,191
P109,I93,930102055,1001525670,25D07AJAED,07.04.25,5,UN,,191
P109,I93,930102055,1001525973,25D05AJAEC,05.04.25,5,UN,,193
P109,I93,930102055,1001525978,25D05AJAEB,05.04.25,5,UN,,193
P109,I93,930102055,1001525981,25D05AJAEA,05.04.25,5,UN,,193
P109,I93,930102055,1001545735,25D01AJAEA,01.04.25,5,UN,,197
P109,I93,930102055,1001545782,25D01AJAEB,01.04.25,5,UN,,197
P109,I93,930102055,1001545870,25D01AJAEC,01.04.25,5,UN,,197
P109,I93,930102055,1001545873,25D01AJAED,01.04.25,5,UN,,197
P109,I93,930102055,1001545903,25D02AJAEA,02.04.25,5,UN,,196
P109,I93,930102055,1001545906,25D02AJAEB,02.04.25,5,UN,,196
P109,I93,920100670,1001613710,25J02GJNEA,02.10.25,5,UN,,13
P109,I93,920100670,1001613713,25J02GJNEB,02.10.25,5,UN,,13
P109,I93,920100670,1001613716,25J03GJNEA,03.10.25,5,UN,,12
P109,I93,920100670,1001613719,25J03GJNEB,03.10.25,5,UN,,12
P109,I93,920100670,1001613722,25J03GJNEC,03.10.25,5,UN,,12
P109,I93,920100670,1001613725,25J03GJNED,03.10.25,5,UN,,12
P109,I93,920100670,1001613727,25J03GJNEE,03.10.25,5,UN,,12
P109,I93,920100670,1001613733,25J04GJNEA,04.10.25,5,UN,,11
P109,I93,920100670,1001613737,25J04GJNEB,04.10.25,5,UN,,11
P109,I93,920100670,1001613742,25J04GJNEC,04.10.25,5,UN,,11
P109,I93,920100670,1001613747,25J04GJNED,04.10.25,5,UN,,11
P109,I93,920100670,1001613751,25J06GJNEA,06.10.25,5,UN,,9
P109,I93,920100670,1001613758,25J06GJNEB,06.10.25,5,UN,,9
P109,I93,920100670,1001613763,25J06GJNEC,06.10.25,5,UN,,9
P109,I93,920100670,1001614114,25J06GJNED,06.10.25,5,UN,,9
P109,I93,920100670,1001614117,25J06GJNEE,06.10.25,5,UN,,9
P109,I93,920100670,1001614220,25J07GJNEA,07.10.25,5,UN,,8
P109,I93,920100669,1001614224,25J07GJIEA,07.10.25,5,UN,,8
P109,I93,920100669,1001614231,25J07GJIEB,07.10.25,5,UN,,8
P109,I93,920100669,1001614250,25J07GJIEC,07.10.25,5,UN,,8
P109,I93,920100669,1001614257,25J07GJIED,07.10.25,5,UN,,8
P109,I93,920100669,1001614512,25J08GJIEA,08.10.25,5,UN,,7
P109,I93,920100669,1001614518,25J08GJIEB,08.10.25,5,UN,,7
P109,I93,920100669,1001614523,25J08GJIEC,08.10.25,5,UN,,7
P109,I93,920100669,1001614527,25J08GJIED,08.10.25,5,UN,,7
P109,I93,920100669,1001614810,25J07GJPEA,07.10.25,5,UN,,8
P109,I93,920100668,1001615549,25J10GJAEA,10.10.25,5,UN,,5
P109,I93,920100668,1001615551,25J10GJAEB,10.10.25,5,UN,,5
P109,I93,920100668,1001615559,25J10GJAEC,10.10.25,5,UN,,5
P109,I93,920100668,1001615562,25J10GJAED,10.10.25,5,UN,,5
P109,I93,920100668,1001615573,25J10GJAEE,10.10.25,5,UN,,5
P109,I93,920100668,1001615574,25J10GJAEF,10.10.25,5,UN,,5
P109,I93,920100668,1001615581,25J10GJAEG,10.10.25,5,UN,,5
P109,I93,920100668,1001615582,25J10GJAEH,10.10.25,5,UN,,5
P109,I93,920100668,1001615588,25J11GJAEA,11.10.25,5,UN,,4
P109,I93,920100668,1001615590,25J11GJAEB,11.10.25,5,UN,,4
P109,I93,920100668,1001615596,25J11GJAEC,11.10.25,5,UN,,4
P109,I93,920100668,1001615599,25J11GJAED,11.10.25,5,UN,,4
P109,I93,920100668,1001615605,25J11GJAEE,11.10.25,5,UN,,4
P109,I93,920100669,1001615615,25J11GJIEA,11.10.25,5,UN,,4
P109,I93,920100669,1001615621,25J11GJIEC,11.10.25,5,UN,,4
P109,I93,920100669,1001615623,25J11GJIEB,11.10.25,5,UN,,4
P109,I93,920100669,1001615627,25J13GJIEA,13.10.25,5,UN,,2
P109,I93,920100669,1001615637,25J13GJIEB,13.10.25,5,UN,,2
P109,I93,920100669,1001615642,25J13GJIEC,13.10.25,5,UN,,2
P109,I93,920100668,1001615823,25J08GJAEA,08.10.25,5,UN,,7
P109,I93,920100668,1001615831,25J08GJAEB,08.10.25,5,UN,,7
P109,I93,920100668,1001615835,25J09GJAEA,09.10.25,5,UN,,6
P109,I93,920100668,1001615843,25J09GJAEB,09.10.25,5,UN,,6
P109,I93,920100668,1001615854,25J09GJAEC,09.10.25,5,UN,,6
P109,I93,920100668,1001615858,25J09GJAED,09.10.25,5,UN,,6
P109,I93,920100668,1001615862,25J09GJAEE,09.10.25,5,UN,,6
P109,I93,920100668,1001615866,25J09GJAEF,09.10.25,5,UN,,6
P109,I93,920100668,1001615871,25J09GJAEG,09.10.25,5,UN,,6
P109,I93,920100668,1001615878,25J09GJAEH,09.10.25,5,UN,,6
P109,I93,930101927,1001324917,24C09FJALC,09.03.24,4,UN,,585
P109,I93,930101927,1001324929,24C09FJALE,09.03.24,4,UN,,585
P109,I93,930101928,1001326842,24C13FJHLF,13.03.24,4,UN,,581
P109,I93,930101927,1001363308,24E08FJALD,08.05.24,4,UN,,525
P109,I93,930101926,1001435835,25A07FJNLA,07.01.25,4,UN,,281
P109,I93,930101926,1001476466,25B05FJNLB,05.02.25,4,UN,,252
P109,I93,930101926,1001476547,25B08FJNLB,08.02.25,4,UN,,249
P109,I93,930102055,1001516667,25C31AJAEC,31.03.25,4,UN,,198
P109,I93,930101927,1001324159,24C08FJALA,08.03.24,3,UN,,586
P109,I93,930101927,1001325702,24C11FJALB,11.03.24,3,UN,,583
P109,I93,930101927,1001326359,24C12FJALA,12.03.24,3,UN,,582
P109,I93,930101926,1001326433,24C12FJNLB,12.03.24,3,UN,,582
P109,I93,930101926,1001326444,24C12FJNLE,12.03.24,3,UN,,582
P109,I93,930101928,1001326826,24C13FJHLC,13.03.24,3,UN,,581
P109,I93,930101928,1001326836,24C13FJHLE,13.03.24,3,UN,,581
P109,I93,930101928,1001326860,24C13FJHLI,13.03.24,3,UN,,581
P109,I93,930101926,1001326868,24C13FJNLA,13.03.24,3,UN,,581
P109,I93,930101928,1001327299,24C14FJHLA,14.03.24,3,UN,,580
P109,I93,930101928,1001327306,24C14FJHLB,14.03.24,3,UN,,580
P109,I93,930101928,1001327722,24C15FJHLA,15.03.24,3,UN,,579
P109,I93,930101926,1001332070,24C16FJNLA,16.03.24,3,UN,,578
P109,I93,930101926,1001332076,24C16FJNLB,16.03.24,3,UN,,578
P109,I93,930101926,1001332087,24C16FJNLD,16.03.24,3,UN,,578
P109,I93,930101926,1001332091,24C16FJNLE,16.03.24,3,UN,,578
P109,I93,930101927,1001332095,24C16FJALA,16.03.24,3,UN,,578
P109,I93,930101927,1001332098,24C16FJALB,16.03.24,3,UN,,578
P109,I93,930101927,1001361509,24E07FJALA,07.05.24,3,UN,,526
P109,I93,930101927,1001361822,24E07FJALC,07.05.24,3,UN,,526
P109,I93,930101926,1001435830,25A06FJNLB,06.01.25,3,UN,,282
P109,I93,930101928,1001476427,25B04FJHLC,04.02.25,3,UN,,253
P109,I93,930101926,1001476506,25B07FJNLA,07.02.25,3,UN,,250
P109,I93,930102055,1001492115,25C06AJAEA,06.03.25,3,UN,,223
P109,I93,930102055,1001505684,25C21AJAEB,21.03.25,3,UN,,208
P109,I93,930102055,1001512080,25C26AJAEC,26.03.25,3,UN,,203
P109,I93,930102055,1001516046,25C29AJAEC,29.03.25,3,UN,,200
P109,I93,920100670,1001613749,25J06GJNEA,06.10.25,3,UN,,9
P109,I93,920100668,1001615545,25J10GJAEA,10.10.25,3,UN,,5
P109,I93,920100668,1001615584,25J11GJAEA,11.10.25,3,UN,,4
P109,I93,920100668,1001615833,25J09GJAEA,09.10.25,3,UN,,6
P109,I93,920100668,1001615864,25J09GJAEF,09.10.25,3,UN,,6
P109,I93,930101927,1001324899,24C09FJALA,09.03.24,2,UN,,585
P109,I93,930101928,1001327686,24C14FJHLI,14.03.24,2,UN,,580
P109,I93,930101927,1001363301,24E08FJALE,08.05.24,2,UN,,525
P109,I93,930101926,1001383752,24F17FJNLB,17.06.24,2,UN,,485
P109,I93,930101926,1001383929,24F19FJNLE,19.06.24,2,UN,,483
P109,I93,930101977,1001395933,24G23JJHLA,23.07.24,2,UN,,449
P109,I93,930101928,1001476345,25B01FJHLA,01.02.25,2,UN,,256
P109,I93,930101926,1001476458,25B05FJNLA,05.02.25,2,UN,,252
P109,I93,930102055,1001492123,25C06AJAEB,06.03.25,2,UN,,223
P109,I93,930101927,1001324925,24C09FJALD,09.03.24,1,UN,,585
P109,I93,930101928,1001326812,24C13FJHLA,13.03.24,1,UN,,581
P109,I93,930101928,1001327655,24C14FJHLG,14.03.24,1,UN,,580
P109,I93,930101928,1001327727,24C15FJHLB,15.03.24,1,UN,,579
P109,I93,930101928,1001369886,24E13FJHLC,13.05.24,1,UN,,520
P109,I93,930101926,1001383746,24F17FJNLA,17.06.24,1,UN,,485
P109,I93,930101928,1001476403,25B03FJHLE,03.02.25,1,UN,,254
P109,I93,930101926,1001476531,25B07FJNLF,07.02.25,1,UN,,250
,,*MIX*,1001389369,,,0,,,
,,*MIX*,1001389372,,,0,,,
,,*MIX*,1001389376,,,0,,,
,,*MIX*,1001389377,,,0,,,
,,*MIX*,1001392856,,,0,,,
,,,,,,354931,UN,,
